DIRECCIÓN,BARRIO,X,Y,TIPO,DIÁMETRO HIDRANTE,WGS84 Latitud,WGS84 Longitud
CRA 15 # 14-01,San Francisco,1104625,1280606,Tipo Tráfico,4'',,
CL 9 # 24-55 APARTA-ESTUDIO 201,Comuneros,1105419,1281224,Tipo Tráfico,4'',,
CRA 55 # 71-23 CASA 12,Altos del Lago,1108382,1277581,Tipo Milán,3'',,
CL 14 # 27-03 B. LA UNIVERSIDAD,Universidad,1105749,1280842,Tipo Tráfico,4'',,
CL 20 # 30-27,San Alonso,1106139,1280343,Tipo Tráfico,4'',,
CRA 26A # 10-30,Universidad,1105660,1281128,Tipo Tráfico,4'',,
CRA 7 # 42-44,Alfonso López,1104455,1278512,Tipo Milán,3'',,
CL 45 # 27-61,Sotomayor,1106359,1278975,Tipo Tráfico,4'',,
CL 22#14,Granada,1104675,1279843,Tipo Milán,3'',,
CRA 24 # 80-52 T D,Diamante II,1106629,1276445,Tipo Tráfico,4'',,
CL 21#10,Granada,1104306,1279849,Tipo Milán,3'',,
CL 48#9 OCC,Campo Hermoso,1103659,1277408,Tipo Milán,3'',,
CL 64 # 11W-03 T 1A,Monterredondo,1104309,1276295,Tipo Milán,3'',,
CRA 6W # 55-01,Mutis,1104365,1277105,Tipo Milán,3'',,
CRA 7BW # 45-67,"Ciudadela Real de
Minas",1105244,1277354,Tipo Tráfico,6'',,
CL 59 # 7-61,"Ciudadela Real de
Minas",1105162,1277454,Tipo Milán,3'',,
AV LOS BUCAROS # 60-319 BL 1,"Ciudadela Real de
Minas",1105764,1277340,Tipo Tráfico,6'',,
CL 61 # 10-150,"Ciudadela Real de
Minas",1105781,1277328,Tipo Tráfico,4'',,
AV LOS BUCAROS # 60-319 BL 2,"Ciudadela Real de
Minas",1105714,1277337,Tipo Milán,3'',,
CRA 55 # 51-117 APARTAESTUDIO,"Ciudadela Real de
Minas",1105428,1277670,Tipo Milán,3'',,
CRA 8 # 61-146,"Ciudadela Real de
Minas",1105424,1277173,Tipo Milán,3'',,
CRA 8 # 64C-39 CASA 145,"Ciudadela Real de
Minas",1105579,1276986,Tipo Milán,3'',,
CL 64C-CRA 3W CUARTO DE ASEO,"Ciudadela Real de
Minas",1104943,1276539,Tipo Milán,3'',,
AV GUAYACANES CRA 1B BL 13,"Ciudadela Real de
Minas",1105155,1276701,Tipo Milán,3'',,
AV GUAYACANES CRA 1B BL 11,"Ciudadela Real de
Minas",1105171,1276764,Tipo Milán,3'',,
CL REAL # 5B-83,"Ciudadela Real de
Minas",1105251,1277231,Tipo Milán,3'',,
CL REAL # 6-74,"Ciudadela Real de
Minas",1105281,1277244,Tipo Tráfico,4'',,
"CRA 5B CL REAL INT 1 CONJ.
RESIDENCIAL CALLE REAL","Ciudadela Real de
Minas",1105199,1277138,Tipo Milán,3'',,
CL REAL # 5B-113,"Ciudadela Real de
Minas",1105231,1277142,Tipo Milán,3'',,
"CL REAL # 5A-42 CONDOMINIO
REAL DEL LLANO","Ciudadela Real de
Minas",1105253,1277128,Tipo Milán,3'',,
CL 61 # 9-23,"Ciudadela Real de
Minas",1105630,1277173,Tipo Milán,3'',,
CRA 2 GUAY O MZ E CASA 46,"Ciudadela Real de
Minas",1105237,1276666,Tipo Milán,3'',,
CRA 1B GUAY O MZ F CASA 60,"Ciudadela Real de
Minas",1105227,1276572,Tipo Milán,3'',,
CL 67B # 27-92,La Salle,1106647,1277172,Tipo Milán,3'',,
CRA 15 # 55-18,Gomez Niño,1105627,1277857,Tipo Milán,3'',,
CL 25 #4,Girardot,1104036,1279475,Tipo Milán,3'',,
CRA 17C # 63-11,La Ceiba,1106197,1277468,Tipo Milán,3'',,
CL 14 # 40-81,Morrorico,1107323,1280772,Tipo Tráfico,4'',,
CL 67 # 24-37,La Victoria,1106456,1277201,Tipo Tráfico,4'',,
CRA 19#6,Comuneros,1104833,1281391,Tipo Milán,3'',,
CL 10 # 21-77,Comuneros,1105179,1281082,Tipo Tráfico,4'',,
CRA 44W # 59A-48,Estoraques,1103153,1275873,Tipo Milán,3'',,
CRA 48W # 59B-43,Estoraques,1103041,1275786,Tipo Milán,3'',,
CL 60 # 1W-03,"Ciudadela Real de
Minas",1104834,1277097,Tipo Milán,3'',,
CRA 2W # 63-08,Mutis,1104879,1276914,Tipo Milán,3'',,
"AV LOS BUCAROS # 2-108 CONJ.
RESIDENCIAL LAURELES","Ciudadela Real de
Minas",1104781,1277455,Tipo Milán,3'',,
CRA 3 # 55-146,"Ciudadela Real de
Minas",1104893,1277305,Tipo Milán,3'',,
CRA 3 # 63-60,"Ciudadela Real de
Minas",1105099,1276987,Tipo Milán,3'',,
CRA 5 # 61-15 INT 5,"Ciudadela Real de
Minas",1105128,1277221,Tipo Milán,3'',,
AV LOS BUCAROS # 3-35,"Ciudadela Real de
Minas",1104843,1277464,Tipo Milán,3'',,
AV SAMANES # 9-140,"Ciudadela Real de
Minas",1105430,1277453,Tipo Milán,3'',,
CL 60 # 9-93,"Ciudadela Real de
Minas",1105485,1277525,Tipo Milán,3'',,
AV SAMANES # 9-75,"Ciudadela Real de
Minas",1105452,1277497,Tipo Tráfico,6'',,
CL ESTUDIANTES # 9-220,"Ciudadela Real de
Minas",1105369,1277675,Tipo Milán,3'',,
CL 61 # 1W-35 CASA 2,"Ciudadela Real de
Minas",1105038,1276793,Tipo Milán,3'',,
"VIA CUCUTA # 258  B LOS LOS
SAUCES",Los Sauces,1107125,1280761,Tipo Tráfico,4'',,
CRA 64 # 18-50,Buenavista,1108182,1280307,Tipo Tráfico,4'',,
CRA 8 # 64-22 CASA 32,"Ciudadela Real de
Minas",1105505,1277049,Tipo Milán,3'',,
CL 94 # 48-37 CASA 62,Lagos del Cacique,1107890,1276924,Tipo Tráfico,4'',,
CRA 9A # 64A-24 CASA 37,"Ciudadela Real de
Minas",1105658,1277092,Tipo Milán,3'',,
CRA 3 # 60-22 CASA 2 ETAPA 2,"Ciudadela Real de
Minas",1104921,1277115,Tipo Milán,3'',,
CL DE LOS ESTUDIANTES # 10-20,"Ciudadela Real de
Minas",1105385,1277762,Tipo Milán,3'',,
CRA 15#1N - 40,Villa Mercedes,1104092,1281842,Tipo Tráfico,4'',,
CRA 26A # 12-10,Universidad,1105663,1280983,Tipo Milán,3'',,
CL 16 # 25-58,San Francisco,1105634,1280618,Tipo Tráfico,4'',,
CL 50 # 29-31,Sotomayor,1106585,1278604,Tipo Tráfico,4'',,
CL 50 # 28-34,Sotomayor,1106497,1278616,Tipo Tráfico,4'',,
CL 41#14-82 ANDES 41,Centro,1105099,1278784,Tipo Tráfico,6'',,
CRA 20 # 51-57,La Concordia,1105955,1278280,Tipo Tráfico,4'',,
CRA 21 # 15-45,San Francisco,1105203,1280590,Tipo Tráfico,4'',,
CL 32 # 25-31,"Antonia Santos
centro",1105847,1279648,Tipo Tráfico,4'',,
TRANS 2A # 53-30 T 2,"Ciudadela Real de
Minas",1104696,1277467,Tipo Tráfico,4'',,
CRA 1W # 53-20 INT 8,"Ciudadela Real de
Minas",1104606,1277465,Tipo Tráfico,4'',,
CL 27#5-33,Girardot,1104092,1279406,Tipo Milán,3'',,
CL 13 # 28-38,Universidad,1105876,1280902,Tipo Milán,3'',,
CRA 32 # 19-68,San Alonso,1106245,1280367,Tipo Tráfico,4'',,
CRA 41 # 40-131,"Cabecera del
Llano",1107253,1279632,Tipo Tráfico,4'',,
CL 44 # 34-42,"Cabecera del
Llano",1106830,1279215,Tipo Tráfico,4'',,
CL 45#20 BOMBA PETROBRAS,Centro,1105746,1278803,Tipo Tráfico,4'',,
CRA 21B CL 116 MZ-N-CASA 14 P 3,"Brisas de
Provenza",1106224,1274787,Tipo Tráfico,4'',,
CRA 21B CL 115 MZ H CASA 12 P 1,"Brisas de
Provenza",1106118,1274719,Tipo Tráfico,4'',,
TRANS 112 # 20-53,"Granjas de
Provenza",1105944,1274862,Tipo Tráfico,4'',,
CRA 32 # 39N-27,Bosconia,1106508,1283006,Tipo Milán,3'',,
CL 64 # 28-41 BL 13,Conucos,1106630,1277595,Tipo Tráfico,4'',,
CRA 33 # 69-04,Antonia Santos sur,1106823,1277398,Tipo Tráfico,4'',,
CRA 27 # 84-18,Diamante II,1106897,1276127,Tipo Tráfico,4'',,
"CRA 27A # 81-04 MULTIFAMILIAR
DIAMANTE II",Diamante II,1106832,1276364,Tipo Tráfico,4'',,
CRA 29 # 93-31 INT 31A,Villa Diamante,1106895,1276523,Tipo Tráfico,4'',,
CRA 53BW # 32-41 T 4 (MOD.A),Río de Oro I,1101043,1277616,Tipo Tráfico,4'',,
CRA 54W # 35-14 T 5 (MOD.A),Río de Oro I,1100987,1277465,Tipo Tráfico,4'',,
CRA 57W # 44-14 T 3,Río de Oro I,1100746,1277085,Tipo Tráfico,4'',,
TRANS 22A # 87-41,Diamante II,1106493,1276189,Tipo Milán,3'',,
CL 87 # 24-08,Diamante II,1106634,1276066,Tipo Milán,3'',,
CRA 21 # 46-20,La Concordia,1105819,1278675,Tipo Tráfico,4'',,
CRA 27 # 60-16,Ricaurte,1106426,1277791,Tipo Milán,3'',,
CL 51 # 23-45,Nuevo Sotomayor,1106197,1278493,Tipo Tráfico,4'',,
CRA 23 # 35-54,"Antonia Santos
centro",1105768,1279258,Tipo Tráfico,4'',,
CRA 26N#3,Regadero Norte,1105506,1282190,Tipo Tráfico,4'',,
CRA 26B # 1N-171 T 3,Regadero Norte,1105447,1282326,Tipo Tráfico,4'',,
CL 31 # 31-63,La Aurora,1106361,1280059,Tipo Tráfico,4'',,
CL 37 # 25-48 T SUR,Bólivar,1106070,1279220,Tipo Tráfico,4'',,
CRA 17#45-107,La Concordia,1105508,1278595,Tipo Tráfico,4'',,
CL 28A#3-12,Girardot,1103951,1279272,Tipo Milán,3'',,
CL 58 # 4-71 OF. TRÁNSITO Y MOVILIDAD GIRÓN,"Zona Industrial Autopista a Bucaramanga lado
sur",1102407,1275165,Tipo Tráfico,4'',,
CL 57 # 20-06,El Rosal,1103976,1285561,Tipo Milán,3'',,
CL 35 #22-37,"Antonia Santos
centro",1105617,1279261,Tipo Tráfico,4'',,
CL 7 # 23-53,Comuneros,1105280,1281392,Tipo Tráfico,4'',,
CL 115 # 22-77,Provenza,1106370,1274794,Tipo Milán,3'',,
CRA 17A # 61-29,La Ceiba,1106051,1277463,Tipo Tráfico,4'',,
CRA 28 # 19-59,San Alonso,1105919,1280313,Tipo Tráfico,4'',,
CL 94A # 33-105,El Tejar,1107171,1276672,Tipo Milán,3'',,
CRA 19 # 17,San Francisco,1105037,1280418,Tipo Tráfico,4'',,
CL 16 # 19-48,San Francisco,1105075,1280507,Tipo Tráfico,4'',,
CRA 11#17,Gaitán,1104295,1280313,Tipo Milán,3'',,
CRA 33A # 30-43,Quinta Dania,1106622,1280220,Tipo Milán,3'',,
CRA 35 # 13-29,Los Pinos,1106894,1280785,Tipo Milán,3'',,
CL 22 # 20-24 ANDES 22,Alarcón,1105254,1279958,Tipo Tráfico,4'',,
CL 18 # 29-22,San Alonso,1106009,1280501,Tipo Tráfico,4'',,
CL 8 # 19-37,Comuneros,1104919,1281224,Tipo Tráfico,4'',,
CRA 50 # 54-32,Pan de Azucar,1107691,1278317,Tipo Tráfico,4'',,
CL 14 # 26-28,San Francisco,1105668,1280816,Tipo Milán,3'',,
CL 15 # 20-36,San Francisco,1105136,1280617,Tipo Tráfico,4'',,
CRA 27 # 54-10,Bolarqui,1106340,1278225,Tipo Tráfico,4'',,
CRA 19 # 65-56,La Victoria,1106150,1277105,Tipo Tráfico,4'',,
CL 28 # 30-02,La Aurora,1106133,1280088,Tipo Tráfico,4'',,
CL 30 # 29-06,La Aurora,1106093,1279993,Tipo Tráfico,4'',,
CL 1N#12-49,Norte Bajo,1103968,1281713,Tipo Tráfico,4'',,
CL 58 # 32-21,Mercedes,1106803,1277991,Tipo Tráfico,4'',,
DG 54 # 50-124,Pan de Azucar,1107856,1278858,Tipo Milán,3'',,
CRA 19#39-35,Centro,1105534,1278881,Tipo Tráfico,4'',,
CL 27#6,Girardot,1104162,1279418,Tipo Milán,3'',,
CRA 48 # 30-21,Venado de oro,1107220,1280272,Tipo Tráfico,4'',,
CL 113 # 22-07,"Granjas de
Provenza",1106209,1274946,Tipo Tráfico,4'',,
CRA 13 #43-65,Garcia Rovira,1104984,1278516,Tipo Milán,3'',,
CRA 39 # 51-14,"Cabecera del
Llano",1107270,1278725,Tipo Tráfico,4'',,
CRA 25 # 105-12,Provenza,1106840,1275443,Tipo Tráfico,4'',,
CRA 41 # 34A-113,"Cabecera del
Llano",1107318,1279916,Tipo Tráfico,3'',,
CRA 41 # 34A-15 CASA 1,"Cabecera del
Llano",1107331,1279962,Tipo Tráfico,3'',,
CRA 14A#45-71,"Chorreras de Don
Juan",1105138,1278476,Tipo Milán,4'',,
CRA 10#56-28 - BODEGAS VEGAS DE VILLAMIZAR,"Zona Industrial Autopista a Bucaramanga lado
sur",1101510,1275024,Tipo Tráfico,4'',,
DG 15 #52-61,La Concordia,1105861,1278166,Tipo Tráfico,4'',,
CRA 21A # 110-11,"Granjas de
Provenza",1106179,1275030,Tipo Tráfico,4'',,
CL 114 # 18-26,"Brisas de
Provenza",1106043,1274785,Tipo Milán,3'',,
CRA 18 # 11-43,Modelo,1104850,1280876,Tipo Tráfico,4'',,
CRA 26 # 21-48,San Francisco,1105786,1280087,Tipo Tráfico,4'',,
CRA 25 # 21-44 CASA 1,San Francisco,1105688,1280119,Tipo Milán,3'',,
CRA 1A#46,Campo Hermoso,1104129,1277828,Tipo Tráfico,4'',,
CRA 20#28-30,Alarcón,1105312,1279709,Tipo Tráfico,4'',,
"VIA BUCARAMANGA-RIONEGRO #
40- 173 FINCA GETSEMANI",Campestre Norte,1104367,1285153,Tipo Milán,3'',,
CL 43N # 23-30,Campestre Norte,1104495,1284993,Tipo Tráfico,4'',,
CRA 22 # 22-73,Alarcón,1105432,1279932,Tipo Tráfico,4'',,
CL 23N # 12-105,Kennedy,1104108,1283091,Tipo Milán,3'',,
CRA 12 # 16N-PAR,Kennedy,1104135,1282793,Tipo Tráfico,4'',,
CL 9ABISN # 10A-24 T 26,Minuto de Dios,1104368,1282343,Tipo Milán,3'',,
"HOSPITAL DEL NORTE ENTRE
CRA 9 - CRA10",Tejar Norte,1104176,1282359,Tipo Milán,3'',,
VIA AL MAR KM 2 # 1-95,Esperanza III,1104623,1282291,Tipo Milán,3'',,
CL 16#12,Gaitán,1104369,1280423,Tipo Milán,3'',,
CL  45#1OCC,Campo Hermoso,1103860,1277770,Tipo Tráfico,4'',,
CL  45 #1A ZONA VERDE,Campo Hermoso,1104090,1277957,Tipo Milán,3'',,
"CL  41 ENTRE CALLE 4 Y 4A
CENTRO DE SALUD LA JOYA",Alfonso López,1104209,1278541,Tipo Tráfico,6'',,
CRA 21 # 46A-31,La Concordia,1105876,1278626,Tipo Milán,3'',,
CRA 21 # 68-56,La Victoria,1106417,1276940,Tipo Milán,3'',,
CL 69 # 9-14,Bucaramanga,1105302,1276175,Tipo Milán,3'',,
CRA 32 # 99A-08,La Libertad,1107174,1276428,Tipo Milán,3'',,
CL 104F # 8B-44 BL 4,El Porvenir,1104832,1274939,Tipo Milán,3'',,
CL 104G # 7A-76 T 4,El Porvenir,1104628,1274915,Tipo Milán,3'',,
"VIA AL MAR CRA 21 # 38N-10 SUB
ESTACION LOS PALOS",,1104362,1284412,Tipo Milán,3'',,
CL 104 # 29-15,Diamante I,1107059,1276109,Tipo Milán,3'',,
CL 24 # 18,Granada,1105083,1279772,Tipo Milán,3'',,
CRA 25 # 7A-30,Universidad,1105439,1281326,Tipo Tráfico,4'',,
CRA 38 # 44-08,"Cabecera del
Llano",1107067,1279236,Tipo Tráfico,4'',,
CRA 16 # 07,Comuneros,1104662,1281272,Tipo Tráfico,4'',,
CRA 38 # 45-74,"Cabecera del
Llano",1107079,1279051,Tipo Milán,3'',,
AV 38 # 48-12 T.A,"Cabecera del
Llano",1107057,1278872,Tipo Tráfico,4'',,
CL 8 # 23-50,Comuneros,1105313,1281285,Tipo Tráfico,4'',,
CRA 13#59-66 BODEGAS SIÓN 3,La Esmeralda,1101187,1275382,Tipo Tráfico,3'',,
CL 58#8 - 51,"Zona Industrial Autopista a Bucaramanga lado
sur",1101933,1275217,Tipo Milán,3'',,
CL  58#9-24 KM 6,"Zona Industrial Autopista a Bucaramanga lado
sur",1101659,1275232,Tipo Milán,3'',,
CL  51 #13A-48,San Miguel,1105114,1277977,Tipo Milán,3'',,
"CRA 17#37 ESQUINA
GOBERNACIÓN",Garcia Rovira,1104655,1278822,Tipo Tráfico,4'',,
CL  34 10-45,Garcia Rovira,1104613,1278978,Tipo Tráfico,4'',,
CL  45#10 OCC 21,1 de Mayo,1103450,1277317,Tipo Tráfico,4'',,
CL  45 #4A-66,"Chorreras de Don
Juan",1104404,1278170,Tipo Milán,3'',,
CRA 15#31,Don Bosco,1102794,1278207,Tipo Milán,3'',,
CRA 20 # 24,Alarcón,1105248,1279839,Tipo Milán,3'',,
CRA 21#31-41,"Antonia Santos
centro",1105467,1279529,Tipo Tráfico,4'',,
CL 12 # 20-73 BOMBEROS,Mutualidad,1105131,1280824,Tipo Tráfico,4'',,
CL 41#18,Centro,1105416,1278838,Tipo Milán,3'',,
CRA 20#39,Centro,1105626,1278945,Tipo Milán,3'',,
CRA 15#32-06,Centro,1104946,1279256,Tipo Tráfico,4'',,
CRA 15#37-13,Centro,1105120,1278885,Tipo Tráfico,4'',,
CRA 12#13,Gaitán,1104323,1280674,Tipo Tráfico,4'',,
CL 28 #17,Granada,1105021,1279664,Tipo Milán,3'',,
CL 29#16,Granada,1104969,1279561,Tipo Milán,3'',,
CL 26#1 OCC,La Feria,1103559,1279379,Tipo Milán,3'',,
CL 34#17-53,Centro,1105227,1279218,Tipo Piso,2'',,
VIA AL MAR KM 2 CL 8N # 15-04,Miramar,1104626,1282246,Tipo Tráfico,4'',,
CRA 36 # 41-37/ 39,El Prado,1106930,1279406,Tipo Milán,3'',,
CRA 39 # 44-125 T 2,"Cabecera del
Llano",1107201,1279173,Tipo Tráfico,4'',,
CRA 39 # 48-135,"Cabecera del
Llano",1107262,1278745,Tipo Tráfico,4'',,
CL 45 # 37-11,"Cabecera del
Llano",1107040,1279146,Tipo Tráfico,4'',,
CRA 8W # 41-88,Campo Hermoso,1103371,1277629,Tipo Milán,3'',,
CRA 9AW # 44-03,Campo Hermoso,1103428,1277511,Tipo Milán,3'',,
CRA 9BW # 41-01,Campo Hermoso,1103277,1277501,Tipo Milán,3'',,
CRA 10W # 50-137,Charta,1103728,1277044,Tipo Milán,3'',,
CL 55 # 25-12,Colorados,1104548,1285671,Tipo Milán,3'',,
CL 72 # 31-36 SOL II ET,"Quebrada La
iglesia",1106995,1277227,Tipo Milán,2'',,
DG 32 # 33A-119,Quinta Brigada,1106833,1280337,Tipo Milán,4'',,
CRA 51 # 73-99 CASA 4,Lagos del Cacique,1108005,1277126,Tipo Milán,3'',,
"CL 100 # 36-39 CASA 61 URB EL
GIRASOL",El Tejar,1107561,1276531,Tipo Milán,3'',,
CL 51 # 23-60,Nuevo Sotomayor,1106212,1278486,Tipo Milán,4'',,
CRA 26 # 18-79,San Francisco,1105716,1280362,Tipo Milán,4'',,
CL 74 # 53-23,Lagos del Cacique,1108204,1277104,Tipo Milán,4'',,
CL 74 # 52-90,Lagos del Cacique,1108176,1277123,Tipo Tráfico,4'',,
CL 51 # 26A-20,Nuevo Sotomayor,1106289,1278649,Tipo Milán,4'',,
CL 106 # 26A-05 T 2,Provenza,1107050,1275589,Tipo Milán,4'',,
CRA 49 # 53-200,Pan de Azucar,1107648,1278340,Tipo Tráfico,4'',,
CL 35 # 27-79,Mejoras Públicas,1106216,1279503,Tipo Tráfico,4'',,
TRANS 93 # 34-180 T 5,El Tejar,1107105,1276979,Tipo Tráfico,6'',,
CL 35 # 23-51,"Antonia Santos
centro",1105800,1279325,Tipo Milán,4'',,
CL 100 # 36-42 T 9,El Tejar,1107599,1276485,Tipo Milán,3'',,
AV EL TEJAR # 35-99,El Tejar,1107530,1276478,Tipo Milán,3'',,
VIA PALENQUE-CAFE KM 2,Río de Oro II,1100829,1276847,Tipo Tráfico,4'',,
CL 28 # 7-58,Girardot,1104332,1279353,Tipo Milán,3'',,
CRA 14 # 51-18,San Miguel,1105194,1277988,Tipo Milán,3'',,
CL 68 # 16-07,La Victoria,1106162,1276831,Tipo Milán,3'',,
CRA 13 # 200-127 T 1,Bolarqui,1106413,1278320,Tipo Tráfico,4'',,
VIA CAFE MADRID # 2-58,13 de Junio,1104479,1282563,Tipo Tráfico,4'',,
CL 36#27-79,Mejoras Públicas,1106238,1279406,Tipo Tráfico,4'',,
CRA 27 # 36-07,Mejoras Públicas,1106173,1279353,Tipo Tráfico,4'',,
CRA 17A # 55-62,La Concordia,1105855,1277864,Tipo Tráfico,4'',,
CRA 33 # 86-76 T 2,San Martin,1107020,1276910,Tipo Tráfico,4'',,
CL 28 # 31-22,La Aurora,1106233,1280164,Tipo Tráfico,4'',,
CRA 49 # 72-31 QUINTA 35,El Tejar,1107679,1277373,Tipo Tráfico,4'',,
"CIRCUN 35 # 72-95 SALA DE
VENTAS",El Tejar,1107524,1277085,Tipo Tráfico,4'',,
CL 7N # 1-63 B.MIRAMAR,Miramar,1104621,1282141,Tipo Tráfico,4'',,
BV EL TEJAR # 35-95,El Tejar,1107563,1276776,Tipo Milán,4'',,
CRA 48 # 53-56,Terrazas,1107498,1278364,Tipo Milán,3'',,
CL 47 # 10W,Campo Hermoso,1103481,1277148,Tipo Milán,3'',,
CALLE 19N CRA 21AN,Villa Helena II,1104853,1283061,Tipo Milán,3'',,
CRA 24 # 33A-28,"Antonia Santos
centro",1105789,1279448,Tipo Tráfico,4'',,
CALLE 56 CRA 30,Mercedes,1106719,1278025,Tipo Milán,3'',,
"CL 105 # 5-06 LADRILLERA
BAUTISTA",,1103894,1274654,Tipo Tráfico,4'',,
CALLE 34 CRA 34 ESQUINA,"Cabecera del
Llano",1106809,1279102,Tipo Milán,3'',,
CRA 35A CALLE 46 ESQUINA,"Cabecera del
Llano",1106933,1279018,Tipo Tráfico,4'',,
CALLE 53 CRA 21,La Concordia,1106082,1278217,Tipo Milán,3'',,
CRA 20 CALLE 104,Provenza,1106050,1275457,Tipo Milán,3'',,
VIA GIRON KM 4 PRONALCI S.A.,"Quebrada La
iglesia I",1103769,1275543,Tipo Milán,3'',,
CRA 23 # 105-08,Provenza,1106503,1275361,Tipo Tráfico,4'',,
CALLE 111 # 23B-52,Provenza,1106480,1274998,Tipo Tráfico,4'',,
CRA 20F # 43N-71,Colorados,1104253,1285232,Tipo Milán,3'',,
CRA 26B # 1N-193,Regadero Norte,1105433,1282434,Tipo Tráfico,4'',,
CRA 14W # 60-36,Brisas del Mutis,1104194,1276528,Tipo Milán,3'',,
CRA 30 # 11 ESTADIO,San Alonso,1106027,1281094,Tipo Tráfico,4'',,
"CL 39#22 ESQUINA PARQUE
BOLÍVAR",Bólivar,1105787,1279014,Tipo Milán,3'',,
CRA 40 # 48-33,"Cabecera del
Llano",1107309,1278833,Tipo Tráfico,4'',,
AVENIDA 42 # 48-86,"Cabecera del
Llano",1107350,1278820,Tipo Milán,3'',,
CALLE 32 # 31-58,Mejoras Públicas,1106422,1279951,Tipo Tráfico,4'',,
CRA 22 CALLE 107,Provenza,1106299,1275247,Tipo Tráfico,4'',,
CRA 22 CALLE 115,Provenza,1106279,1274798,Tipo Tráfico,4'',,
CALLE 42 # 29-50,Mejoras Públicas,1106597,1279272,Tipo Tráfico,4'',,
CRA 20H # 41N,Campestre Norte,1104270,1285043,Tipo Tráfico,4'',,
CALLE 17N # 34A-07,Los Angeles,1105384,1282842,Tipo Milán,3'',,
CRA 43 # 32-107,"Alvarez las
Américas",1107043,1280082,Tipo Tráfico,4'',,
CRA 40 # 32A-17,"Alvarez las
Américas",1106969,1280015,Tipo Tráfico,4'',,
CALLE 65 # 18-49,La Victoria,1106113,1277144,Tipo Milán,3'',,
CRA 17A # 58-79,Ricaurte,1105964,1277629,Tipo Tráfico,4'',,
CALLE52#54-41,Pan de Azucar,1107958,1278783,Tipo Milán,3'',,
CRA35 # 64-03,Monterredondo,1103767,1275983,Tipo Tráfico,3'',,
CALLE 65 # 30W-09,Monterredondo,1103916,1275941,Tipo Tráfico,3'',,
CALLE 10 CRA 36,Los Pinos,1106958,1281035,Tipo Milán,2'',,
CALLE 58 # 9-24,12 de Octubre,1101669,1275236,Tipo Tráfico,3'',,
CALLE 56 # 8-47,12 de Octubre,1101938,1275227,Tipo Tráfico,3'',,
CALLE 56 # 7-10,12 de Octubre,1102105,1275217,Tipo Milán,3'',,
CALLE 70 CRA 43,12 de Octubre,1103682,1275461,Tipo Milán,3'',,
CALLE 70  CRA40,12 de Octubre,1104196,1275699,Tipo Milán,3'',,
CRA 22 # 11-82,San Francisco,1105226,1280921,Tipo Milán,3'',,
MANZANA F PASEO DE LA FERIA,La Feria,1103557,1279384,Tipo Milán,3'',,
CRA11 # 27-04,Don Bosco,1103339,1278743,Tipo Milán,3'',,
CALKE 1 # 17-04,Transición,1104596,1281864,Tipo Milán,3'',,
CRA 13 # 27-05,Santander,1103211,1278691,Tipo Milán,3'',,
CRA15 OCC # 31 OCC-06,Don Bosco,1102808,1278212,Tipo Milán,3'',,
CALLE 37 # 1OCC-37,La Joya,1103842,1278308,Tipo Milán,3'',,
CALLE 19 CRA 21,Villa Helena II,1104859,1283068,Tipo Milán,3'',,
CAFE MADRID,Café Madrid,1103466,1283772,Tipo Milán,3'',,
CALLE 52 #54-41,Pan de Azucar,1107957,1278783,Tipo Milán,3'',,
DIAG 52 # 50-118,Pan de Azucar,1107856,1278859,Tipo Milán,3'',,
CALLE 3N # 17B-08,La Juventud,1104647,1281930,Tipo Milán,3'',,
